 5000    7000
 3517    4693      53
 3518    4280      13
 3520    4673      50
 3520    4836      42
 3520    4854      42
 3522    1357      25
 3523    3685       4
 3525    4569      19
 3526    1026      26
 3527     993      10
 3527    2616      19
 3529     906      55
 3530    3048      57
 3530    3582      25
 3531     774      42
 3531    3281      14
 3532    2020      58
 3532    3234      32
 3534    2828       2
 3534    4750      18
 3535    3215      43
 3536      72       9
 3536    3253      43
 3536    3366      53
 3536    4265      25
 3537    4268      54
 3538     122      50
 3538    1524      37
 3538    2394      27
 3539    1909      22
 3539    3823       9
 3540    2297       1
 3540    2387      24
 3540    4738       7
 3541    3403      21
 3542    2492      37
 3543    3254      33
 3543    3542      31
 3545    3195      55
 3546    1291      33
 3546    2715      58
 3546    4552      11
 3547    1217       3
 3547    4453      31
 3548    3741      30
 3549    3245       5
 3550    2531      38
 3550    2837      14
 3550    4605      41
 3553     218      36
 3553     657      59
 3553    2764      55
 3554     385      27
 3554     980       2
 3554    4519      36
 3556    2273      35
 3556    4313      30
 3558    1312      55
 3558    1685       1
 3558    4085      59
 3558    4192      59
 3558    4984      43
 3559     144      46
 3560    1806      11
 3561    1051      46
 3563    3090      49
 3563    3191       8
 3564    2778      24
 3564    4747      10
 3565     359      58
 3565     987      43
 3565    2823      13
 3566     675       9
 3566    3540      20
 3567    1372       6
 3567    1396      44
 3567    2012      41
 3567    3500       7
 3568    3226      60
 3570    2693      33
 3571     857      20
 3571    3832      51
 3571    4434      26
 3572    1553      48
 3573    4096       1
 3573    4463       8
 3574    1715      46
 3575     950      59
 3575    4450       2
 3576    4314      60
 3578     413      23
 3578    2609      11
 3578    4224      19
 3578    4503      27
 3579    2197      60
 3580    1037      30
 3580    2465      48
 3580    4712      44
 3581     779      39
 3581     984       6
 3581    2381      22
 3581    4723      52
 3582    1318       6
 3582    1351      57
 3584      50      34
 3584    1864      60
 3584    4613       7
 3585    4876      19
 3586      55       8
 3586     817      15
 3586    2685      50
 3586    3543      52
 3587    3720       2
 3588       9      36
 3588    1120      11
 3588    1922      44
 3589    1296      22
 3589    1299      49
 3590    3534      46
 3590    4041       3
 3590    4956      59
 3591     294      37
 3591    1197       7
 3591    3383      18
 3592      40      18
 3592     127      39
 3592    4920       5
 3593    3755      59
 3594     525      18
 3594     698      13
 3595    3648      60
 3595    3815      44
 3596    1448      22
 3597    4069      29
 3598     365      10
 3598    2440      60
 3602      83      33
 3602     616      27
 3603    1237      16
 3603    3830      24
 3604     281      49
 3604    2874      40
 3604    3919      40
 3605    1498      50
 3606    1317      58
 3607    2923      53
 3609    1381      42
 3610    1260      35
 3610    2544      13
 3611     526      24
 3611    1233      52
 3611    3180       9
 3613    2363       3
 3613    3905      37
 3614    2831      34
 3614    3265      43
 3615    1117       5
 3615    1676      41
 3616    1798      11
 3616    3633      41
 3617    2705       6
 3617    3545       1
 3620     631      45
 3620    2071       5
 3621    1544       2
 3621    2246      18
 3623     439      43
 3623     626       4
 3623    1922      11
 3623    4109      30
 3624     378      35
 3624    1649      52
 3624    3955      18
 3624    4117      46
 3624    4632      34
 3625    3289      51
 3625    3423      22
 3626    3375      33
 3628    2109      52
 3629     879      27
 3629    1691      44
 3629    1824      30
 3629    4774      38
 3630     622      21
 3630     703      55
 3630    4323       4
 3632    1742      39
 3632    3066       8
 3633    4506      28
 3634    2293      17
 3635    2110       3
 3635    3766      13
 3635    4492      25
 3636     520      29
 3639    1885       8
 3641    3293      24
 3641    3662      46
 3641    3797       8
 3641    4150      31
 3641    4675      22
 3642      70      38
 3642    3893      23
 3643     261      26
 3643    2880      33
 3645     932       2
 3647    4057      39
 3650    2556      23
 3650    3125      42
 3651    3094      26
 3651    4238      28
 3652    4273      24
 3652    4660      31
 3657    2967      42
 3657    3023      40
 3659    4858      36
 3660     157      30
 3660    2596      54
 3661     101      52
 3661    3658       4
 3664    1909      29
 3664    3041      53
 3666    4352       8
 3667     827      53
 3667    4903      19
 3668    1274      44
 3668    2874      11
 3669    1378      22
 3669    1410      45
 3669    2763      40
 3670     840      12
 3670     901       2
 3670    2157      21
 3670    3182      44
 3671    3727      31
 3671    3928      18
 3672     893       4
 3674    4576      27
 3675    2660      42
 3675    3553      20
 3676     675      41
 3678    4985      26
 3679     183      47
 3679    1366       3
 3679    2072      42
 3680    1707      39
 3680    3268      41
 3680    3521      30
 3680    4971      49
 3682    4039      49
 3682    4317      12
 3683    1573      25
 3683    2231      49
 3684    3930      57
 3685    2381      19
 3685    4737      23
 3686    1508      45
 3686    3717      43
 3686    4806      20
 3688       7      55
 3690    2027      18
 3690    3045      15
 3691    3833      20
 3692     536      19
 3693    1112      55
 3693    3758      22
 3693    4812      37
 3697    1039      38
 3697    4142      40
 3697    4209      35
 3697    4538      22
 3698    4490      13
 3698    4895      56
 3701     903      49
 3701    4298       2
 3701    4689       4
 3702    3041      51
 3702    4610      60
 3703    1945      34
 3703    2593      27
 3704    2108      26
 3705    4111      14
 3707     304      60
 3707    1047       8
 3707    2621      45
 3707    3033      48
 3708    3906      17
 3708    4656      44
 3709    2697      27
 3710     253      45
 3710    2519      13
 3710    2866      59
 3711    4933      16
 3712     649      11
 3713    3978      36
 3714     290      57
 3714    3047      53
 3715    2371      12
 3716    1438      58
 3716    2188      14
 3717    1009      30
 3717    2583      53
 3717    2771      20
 3717    3907      45
 3718    2996      23
 3719    1374      51
 3720    2010      14
 3720    4422       9
 3721    1672       2
 3722    2223      26
 3723    1570       6
 3724     316      46
 3724    4718      13
 3725    2791      47
 3726    1775       8
 3726    2771       1
 3726    4284      12
 3727    3720      51
 3728    1130       7
 3728    4553      42
 3730     187      57
 3730    1733      22
 3730    3403      53
 3730    3683      31
 3731    1657      26
 3731    3189      25
 3732     288      13
 3732     872      57
 3732    1753      11
 3733     757      34
 3733     850      24
 3733    1709      47
 3733    4837      37
 3734    3960      35
 3735    1587       1
 3738     712      41
 3738    1714      53
 3738    3171       5
 3738    3244      23
 3739    4165       1
 3741     901      50
 3741     984      16
 3741    4684      10
 3741    4758      11
 3743    4516      55
 3744      26      34
 3744    4580      13
 3744    4929      12
 3745    3459      52
 3745    3734      11
 3746    2728      46
 3747    4808      53
 3748     359      24
 3748    3412      34
 3750     641      35
 3750    2382       6
 3751    1452       2
 3751    2778      32
 3752    1537      14
 3753     558      12
 3753    2178      28
 3754    2556      12
 3755     905      24
 3755    4631      45
 3756      87      17
 3756    4911      49
 3757    1911      60
 3759    4839      31
 3760    4739      46
 3761    3137      25
 3761    4847      34
 3762    1460      37
 3762    2119      22
 3762    3574      45
 3763    1422      39
 3763    1651      21
 3764    3364      45
 3765     446      52
 3765    1898      43
 3765    3070       1
 3767    2343      12
 3768    4798       2
 3769     212      15
 3769     228       3
 3769     748      23
 3769     977      56
 3769    2427      47
 3769    4656      54
 3770    4710      19
 3771    3407      12
 3772    4147      29
 3772    4156       7
 3773    2849       8
 3774     196      34
 3774    1577      16
 3775     997      13
 3775    1183      59
 3775    1613      24
 3775    4494      37
 3777     865      50
 3777    1050      30
 3777    4452      13
 3778     627      38
 3778    4634      15
 3778    4812      12
 3781    1381      26
 3781    2466      14
 3781    3216      37
 3781    3301      47
 3782    1524      20
 3782    4972       7
 3783     775      41
 3783    1233      25
 3783    4716      34
 3784    4182      53
 3786     862      31
 3786    4738      37
 3787     950      40
 3787    1135      17
 3787    2089      29
 3787    2536       1
 3787    2668       8
 3787    3564      28
 3789    1876      30
 3789    4480       4
 3790    2454      34
 3790    2768      43
 3790    4606      54
 3791    4480       6
 3792     640       1
 3792    1569      49
 3793    4204      36
 3794    1321      19
 3795    2562      19
 3796    1036      55
 3796    3628       8
 3797    1503      46
 3797    2869      51
 3798    1427      44
 3799    2173      33
 3799    3895       2
 3800    4792      42
 3802     746      24
 3802    3648      34
 3804    2354       3
 3805    1923      25
 3805    3053      22
 3805    4234       4
 3806    4361      13
 3807    3040      29
 3807    3325      11
 3807    4618       3
 3808    4860      17
 3809      84      27
 3810    2859      33
 3812     680       4
 3813     607       4
 3813    2715      16
 3818    2539      17
 3819     867      38
 3821     339       6
 3821    1173       5
 3821    1529      23
 3821    1568      44
 3821    1758      26
 3822     230      21
 3822     283      33
 3822     469      45
 3822    1185      34
 3822    1247      46
 3823     448      30
 3823     770      38
 3823    1384      35
 3823    4825      54
 3824    4884      21
 3825    2968      22
 3826    1660      58
 3827    3496       9
 3828    4737      32
 3829    4737      11
 3831      63      23
 3833     333      10
 3833    3135       5
 3834      60      35
 3834     801      25
 3834    4180      47
 3836    4733      49
 3837    4195      39
 3838    2111      36
 3839    4205      41
 3839    4307      41
 3840    2924      12
 3840    3110      13
 3842    1723      33
 3842    4825       9
 3844    3223       8
 3845    2502      35
 3846    3656      39
 3847      36      30
 3847    3515       8
 3848    3881      58
 3849    1986      10
 3849    4222      50
 3850    2599      45
 3850    3634      54
 3852    1035      52
 3854    4792      22
 3855    3857      36
 3857    3100      21
 3857    3871      44
 3858    3853      60
 3859     914      29
 3860    3415      35
 3860    3738      59
 3860    4683      21
 3862    1897      38
 3864    1280      41
 3864    1558      41
 3864    4834      51
 3865    2605       8
 3866    2112      16
 3867    1658      41
 3867    4800       2
 3869    1326      32
 3870    3331       5
 3871     585      38
 3873     528      40
 3873     951      36
 3874    1733       8
 3875    2562       9
 3876    4664      48
 3877    2725      52
 3877    3102      50
 3878     203      46
 3878    4008      11
 3879    3010       8
 3879    4899      42
 3881    4347      55
 3881    4950      40
 3883    2705      23
 3884    1352      33
 3884    4968      34
 3887      50       2
 3887    4968      47
 3888    2933      47
 3889     367       2
 3889    4628      29
 3890    2341      38
 3891      33      13
 3891     111      36
 3891    1312      23
 3891    2431      52
 3891    2824      29
 3891    3618      29
 3894    1295       4
 3895     861      52
 3895    2013      58
 3895    2199      33
 3895    4814      50
 3896     735      58
 3897    3599      27
 3898    3354       5
 3900    4215      18
 3905      57      12
 3905     991      14
 3905    1795       8
 3905    2862      42
 3906    1889      31
 3910     694      47
 3910    4706      40
 3910    4957      16
 3912    3108      59
 3912    3369      39
 3912    4500      45
 3913    2283      38
 3915    3307      59
 3916    3237      48
 3917    2942      16
 3917    3110      22
 3918    2870      57
 3920    1734      57
 3923    1866      55
 3923    2886      29
 3923    3548      49
 3925    4248       6
 3926    1374      57
 3926    2263      31
 3928    1916      18
 3929    3006      51
 3929    3484      54
 3930     448       8
 3930    1041       3
 3930    3200       5
 3931    3130      49
 3931    3643      45
 3931    4022      25
 3931    4159       2
 3931    4514      33
 3932    3207       3
 3933    4369      46
 3934     745      46
 3934    4938      29
 3936     256      60
 3936    1232      39
 3936    4785      12
 3938    2223      54
 3939    4182      34
 3941    3487      20
 3942     343      35
 3942     945      39
 3942    3883      52
 3943     629      20
 3943    1651      51
 3944    2468      51
 3945    2912      30
 3946     379      39
 3946    1925      29
 3946    4514      35
 3947    1857      41
 3948    2635      58
 3948    3667      22
 3950    3742      17
 3950    4735      44
 3952    3659      48
 3957    3231      13
 3958    1600      38
 3960    4438      11
 3962    2472      26
 3963      84      43
 3963    2583      44
 3963    3008      58
 3963    3280      42
 3963    4248       9
 3964    3002      13
 3965     603      33
 3965    1399      36
 3965    1912       3
 3967    1062       5
 3968    1256      12
 3968    4437      49
 3969    1441      18
 3969    2626       8
 3969    4262      22
 3970    1318      57
 3970    3259      46
 3971    4364      43
 3972    1085       3
 3972    1684      24
 3973    2459      38
 3974     312      56
 3974     528      44
 3975     976      41
 3975    4789       1
 3977    3577      20
 3977    4835      36
 3978    2062      60
 3978    4435      57
 3979    4774      55
 3980    1576       6
 3982    3907      12
 3984    1805      44
 3984    4753      23
 3985    4806      40
 3987    4114      18
 3988     192      29
 3989    3810       9
 3990     936      24
 3990    3406      28
 3991    3634      14
 3993    1374      19
 3993    3218      51
 3994    1219      47
 3994    3849      52
 3994    4781      54
 3995    1475      16
 3995    4602       1
 3996    1756      16
 3997    1035      40
 3998     795      33
 3998     967      27
 4000    1883      27
 4002    2357      19
 4004      67      29
 4004    4339      11
 4005    2854      33
 4005    4039       7
 4005    4235      59
 4006    2342      34
 4007     568      45
 4009     231      34
 4009    4019       8
 4010      65      24
 4010    3609      26
 4012    2308       2
 4012    2602      35
 4012    3764      58
 4012    4054      14
 4012    4706       6
 4014     736      17
 4014    1120      29
 4015    1821      15
 4015    2319      15
 4015    4981      33
 4016    1639      39
 4016    4713      56
 4017    4732      25
 4018     492      21
 4018    3649       7
 4019    1188      20
 4019    2498      43
 4020     738      46
 4021     133      35
 4021    2788       3
 4021    3106      52
 4022    3943       3
 4022    4522      19
 4024     502      32
 4024     637       5
 4024     788      19
 4024     842      57
 4024    2017      18
 4024    3188      25
 4025    3966      50
 4026      95      57
 4027    1056       8
 4027    1059      48
 4027    1164      46
 4027    2403      14
 4027    4028      12
 4028     481      53
 4029    2789       5
 4031     884      38
 4034    2777      50
 4034    2896      10
 4035    2082      13
 4036    3457      53
 4037     787       6
 4037    2505       6
 4038     194      13
 4038    2601      19
 4038    4829       6
 4040     204      51
 4040     458      15
 4040    1006      50
 4040    1984      49
 4040    3318      42
 4041    3407      24
 4043     986      58
 4043    2660       5
 4043    3656      24
 4044    1638      32
 4044    1833      49
 4045     225      42
 4046    3747       8
 4046    4539      47
 4047    2715      51
 4047    3739      59
 4048    1406       7
 4048    1903      20
 4049     496      10
 4049    1475      45
 4049    2175      11
 4050    2650       7
 4050    2906      42
 4050    3100       7
 4051     376      28
 4051    3981      28
 4052    2163      49
 4054    1137       1
 4054    3697      26
 4054    4899      10
 4055    2939      21
 4056     619      44
 4056    3799      33
 4057    3596      30
 4057    4885      47
 4058     292      54
 4058     373      11
 4058    2054      30
 4058    3112      22
 4058    3287      28
 4059      36       3
 4059     927      24
 4061    1029      41
 4062    1808      54
 4062    3321      22
 4062    3527       8
 4062    4950      45
 4065     388      18
 4065    1655      52
 4066    2736      57
 4067    4989      36
 4068    4156      60
 4069      75      26
 4069    2992       7
 4070    2807      29
 4070    3077      45
 4071    3238      50
 4072     909      44
 4072    1385      10
 4072    1819       7
 4072    4826       6
 4073    2417      23
 4073    4198       1
 4074    1758      51
 4074    2738      44
 4075    4562      35
 4076      98      29
 4076    2019      14
 4076    3230      36
 4077    4542      10
 4078    1057      47
 4079    3887      16
 4079    4102      54
 4080    2130      54
 4081    1451       6
 4081    2463      14
 4081    3135      37
 4083     592      57
 4083    1888      36
 4083    4778       5
 4084    4593      29
 4086     135      52
 4088    1096      19
 4088    2976      24
 4089    2543       9
 4089    4826      59
 4090     334      22
 4092    4752       6
 4094    3521      38
 4095    1266      45
 4095    4230      14
 4096    1705      50
 4099    3212      35
 4099    4987      32
 4100    3546      28
 4101     807      11
 4101    4283      33
 4102    4925      12
 4103    3899      55
 4103    4236      56
 4105    4276       6
 4105    4291      40
 4106    2522      56
 4107     394      47
 4107    3811       6
 4108    4574      21
 4109      38      60
 4110    3528      50
 4110    4404      47
 4110    4889      22
 4113     300      14
 4113     336      45
 4116    1713      59
 4116    2131      58
 4116    4717      59
 4117    2654      10
 4118    1331      20
 4118    3259      35
 4121    2051       6
 4123    1532      36
 4123    1766      55
 4123    3963      36
 4123    4499      23
 4124    2199      25
 4127    3567      15
 4128     334      60
 4128    1110      60
 4128    4523      22
 4129    1169      57
 4129    2488      29
 4129    3241      35
 4129    4246      57
 4130    3734      30
 4130    4655      27
 4131    3909      50
 4131    4388      36
 4132     213      31
 4132    4577      32
 4133    3994       4
 4134    2356      52
 4135    3123      22
 4135    4927      38
 4137      16      21
 4137    1201      53
 4137    3210      35
 4138    3538      29
 4139    3853      56
 4142    4643       5
 4142    4944      34
 4144    3418       6
 4147    3158      47
 4148    1739      18
 4150      57      50
 4150     473      25
 4151    2522      15
 4151    2650      48
 4151    3966      57
 4152    3430      38
 4152    4303      28
 4153    2657      47
 4153    3135      36
 4154       8      44
 4154    4678      29
 4155     123      27
 4155    1274       3
 4156     349      36
 4156     880      34
 4156    3529       7
 4157     487      57
 4157    2264      24
 4158    2460      48
 4159    4658      50
 4160     666      47
 4161    1798      17
 4161    3110      17
 4162     743       3
 4162    4070      49
 4162    4374      25
 4163    3269      59
 4164    1255      30
 4164    2600      18
 4164    3673      55
 4165    1785      51
 4165    3576      18
 4166     228      20
 4166    3568      42
 4167    3131       9
 4167    3145       5
 4168    1220       8
 4168    2281      34
 4168    2848      19
 4169     716      21
 4169    2409      35
 4170     719      52
 4171     690      35
 4172    1473      32
 4172    4810       1
 4174    1246      35
 4174    4587      50
 4175    4502      24
 4176    1314      58
 4176    4277      45
 4176    4806      32
 4177    1727      24
 4177    2507      31
 4178     768       8
 4178    3674      18
 4179      93      53
 4179     112      34
 4179    1425      57
 4180     376      20
 4181     436      16
 4182    1189      54
 4183     860       6
 4184     412      33
 4184    2634      48
 4184    4597      31
 4185    3210      11
 4186    2768      11
 4187     730      30
 4188    1173      38
 4188    4832      43
 4188    4900      32
 4189    3296       3
 4189    3831      35
 4190    3890      33
 4191    3657      42
 4194    4268      43
 4195    2904      49
 4197    1951      19
 4198    2493      39
 4199    4036      16
 4201    2171      45
 4201    3075       8
 4201    3764      51
 4202    2188      56
 4203    1399      32
 4203    3777      26
 4203    4051      53
 4203    4289      38
 4205    3542      59
 4205    4649      48
 4206    1356      52
 4208    1155      59
 4209     227       9
 4209    1700      36
 4209    3143      51
 4210     325      26
 4213    2399      46
 4215    1965      50
 4215    2751      46
 4216    2269      35
 4217    2801      19
 4220    4191      34
 4221    1380      20
 4221    4567      55
 4223    3448      53
 4224     317      49
 4224    3723      59
 4226    2519       9
 4226    3454      11
 4226    4523      51
 4227     339      47
 4228    1829      18
 4229     852      15
 4229    4993       4
 4230     692      50
 4230    2235       5
 4233    2426      26
 4235    1066      25
 4235    3509      22
 4236      61      26
 4236     277      12
 4236    3455      11
 4236    4347      10
 4237    1122      21
 4238    4355      57
 4240    2937      37
 4241    2202      51
 4244    3651      16
 4245    1810      57
 4245    2274      16
 4245    4982      23
 4247    2001      44
 4247    2650      25
 4247    3206       6
 4247    3546      21
 4247    4852      50
 4248     241      24
 4248    4444      30
 4249     100      31
 4250    1971      40
 4250    4099      20
 4251    2635      36
 4252    3886      22
 4252    4502       4
 4253    4151       3
 4253    4613       6
 4254     783      41
 4255    4838      57
 4256    3546       3
 4256    4925      48
 4258    1309      22
 4259    4376      38
 4259    4883       6
 4260     817      19
 4260    4979      39
 4262    2745      24
 4263    1352      30
 4264    1338      13
 4264    1410      23
 4264    1637      33
 4264    3635      41
 4266    1090      49
 4268    2967      57
 4268    3250      34
 4269     403      24
 4269    2918      59
 4269    4802      33
 4271    4021      58
 4273    1423       7
 4275    2973      35
 4276     339      47
 4278    2677       2
 4278    2868       4
 4278    4931      36
 4279    1458      20
 4279    1498       3
 4279    2011      56
 4280    2664      19
 4282    1479      28
 4283    4392      17
 4284    3485      21
 4286     660      31
 4286    4051      49
 4286    4693      37
 4287    4907      48
 4288    1907      22
 4288    3966      28
 4289    2560      41
 4289    4914      34
 4291    4541      48
 4291    4949       3
 4293    3205      32
 4295    2224      27
 4296    3650      25
 4296    4616      10
 4298    1127      28
 4298    1821      57
 4298    1846      49
 4299    2835      12
 4300    3337      42
 4301    2196      36
 4303    4564      15
 4304    4115      11
 4305    4061      42
 4305    4089      44
 4308    3191      25
 4309     610      29
 4310    1980      28
 4310    2662      26
 4310    3481      19
 4310    4387      13
 4311    1021      21
 4311    2697      27
 4313     514      52
 4314     403      35
 4314    3489      26
 4316    1697      25
 4316    3948      40
 4317    4957      51
 4318    4217      16
 4319    1386      43
 4319    3485      54
 4319    4127      32
 4321    1958      21
 4321    2530      58
 4322     749      54
 4322    2619       5
 4322    3763       2
 4322    4814      50
 4323     211      48
 4323     579      56
 4323    4745      40
 4324    4220      50
 4324    4540      13
 4328     616      54
 4328    2670      23
 4329    4319      44
 4330    1141      27
 4331    2462      21
 4332    1228      17
 4332    1713      10
 4332    3635      60
 4332    3663      46
 4332    3860      44
 4332    4734      38
 4335    2373      42
 4337    1644      10
 4337    4033       7
 4340    3836      46
 4341     428      14
 4341     927      17
 4342    3890      41
 4344     805      29
 4344    3001      54
 4344    4352      35
 4345    3895      33
 4346     946      53
 4347     575      17
 4347    2860      52
 4348    2520      55
 4349     633      14
 4349    1750      22
 4349    3681      23
 4350    1403       6
 4350    1883      43
 4350    3357       7
 4350    4700      57
 4351     634      38
 4352    4933      27
 4353    4922      36
 4354    1563      12
 4354    4186      49
 4355     523      54
 4355    2291      58
 4356    3992      15
 4356    4566      19
 4357    4036       1
 4360    1922       4
 4361     524      55
 4361    1347       4
 4361    3074      22
 4361    4311       6
 4361    4820      54
 4362     898      14
 4362    2484      10
 4364      85      52
 4364    1213      50
 4364    2679      19
 4365    2350      40
 4365    3658      20
 4367    3357      51
 4367    3423      51
 4368    4787       7
 4369    2134      29
 4369    4965      50
 4370    1073      25
 4370    1690      38
 4371     841      52
 4371    1033      48
 4371    2644       5
 4372    1337      27
 4373     526      11
 4373     955      51
 4373    2776      52
 4374     433      13
 4374    3856       2
 4375    3173      20
 4376    1001      50
 4376    1956      25
 4377     759      12
 4378    2102      23
 4379    1910       1
 4379    3887      34
 4380    2017       4
 4381    2115       1
 4382    4374      14
 4382    4555      22
 4383    1785       2
 4383    3566      21
 4384    1804      55
 4384    2732      21
 4384    4048       2
 4385    3222      43
 4385    3593      40
 4388    1378      16
 4388    2167      17
 4388    4578      14
 4388    4911      43
 4389    2989      13
 4390     832      19
 4390    3745      37
 4395     800      47
 4395    3951      29
 4395    4750      38
 4397       1      59
 4397    3423      29
 4398    3465      13
 4399    1825      36
 4401    1822      37
 4403    1703      30
 4403    3752      36
 4405    4470      29
 4406    4786      51
 4407    3388      49
 4408    1680      20
 4409     500      42
 4409    2965      59
 4409    3089      28
 4409    4618      42
 4411     817      37
 4412      55      10
 4412    4433       8
 4412    4732       5
 4414    2805      27
 4414    3211      58
 4414    3543      59
 4415      20       1
 4417    1149      48
 4417    4755      39
 4419    3705      46
 4419    4225       5
 4422    1150      15
 4422    3293       6
 4422    3906      12
 4423    2515      12
 4423    4671       5
 4424    3987      45
 4425     798      47
 4426    2737       9
 4427    4748       2
 4428     311       4
 4428    2338      48
 4428    2593      58
 4429     281      17
 4429    3211      55
 4429    4395      20
 4432    2061      58
 4434    4667      57
 4435    3426      34
 4437    2451      50
 4438     892      13
 4438    2514      28
 4438    3615       9
 4439    1775      57
 4440    1114      44
 4440    3078       4
 4441     984       7
 4441    1183      59
 4441    4795      14
 4443    4162      35
 4446    3260      15
 4447     207      56
 4448    4222      43
 4450     424      32
 4450     463      24
 4451    4469      23
 4454    2073      22
 4454    2519      43
 4454    2880      29
 4455     384      32
 4456    3987      56
 4457     840      17
 4459      12      30
 4459     157      24
 4459    1471      47
 4459    1747      40
 4460     748      40
 4460    1156      41
 4461    3525       5
 4461    4146       4
 4462     200      19
 4462    4000      51
 4463    4136       2
 4464    3168      44
 4464    4344       8
 4465     161       3
 4465    1537      17
 4469     705      54
 4469    1831      16
 4469    1956      11
 4470    1109      27
 4470    3107       9
 4471    3737      42
 4471    4689      21
 4472     668      43
 4472    2350       9
 4473    1555      35
 4473    2300      25
 4475     539      16
 4476    2613      49
 4477     419      23
 4479     736       6
 4479    1902      10
 4479    4587      35
 4480     287      49
 4480    1391      20
 4480    4188      43
 4481     400       4
 4482       2      53
 4482    2632      25
 4483     464       7
 4483    1230      48
 4483    2450      35
 4483    3013      39
 4483    3266      21
 4484     131      53
 4484     144      27
 4485    1715      45
 4485    3102      43
 4486    4167      53
 4488    2812      52
 4489    4106       5
 4489    4182      11
 4492     728      39
 4492    1748      57
 4493    3879       7
 4493    4133      29
 4494    3136      30
 4494    3153      56
 4494    3884      10
 4495    3316       1
 4496     738       6
 4498    1362      40
 4498    1623      54
 4498    3227      38
 4499     249      40
 4500     708      40
 4501    3264      25
 4502     150       2
 4502    2946       4
 4504    1122      54
 4504    1512       9
 4505    2080      60
 4507     899      48
 4507    2624      59
 4507    3531       6
 4508    4376      46
 4508    4387      48
 4509    2705      22
 4509    2831      28
 4509    3518      17
 4509    4629      40
 4510    3370      59
 4511     581      27
 4512     861      47
 4512    4364      40
 4515    3040      48
 4515    3585      16
 4515    3642      44
 4516     521      60
 4517    2896      28
 4517    4178      12
 4517    4370      24
 4518    2104      16
 4519    3519      50
 4520    3221       5
 4521    3397       7
 4523    2412      54
 4525    1518      54
 4525    3858      35
 4526    1049      37
 4526    2562      34
 4527     385      13
 4528    3054      17
 4528    3876      41
 4529    2211      54
 4530    2982      21
 4531    1840       1
 4534     558      45
 4534    1923      24
 4535    2527       9
 4535    3475      37
 4536    3423       6
 4537     276      10
 4537     386      49
 4537    2355      19
 4537    4345      11
 4538    4519      46
 4541     418       9
 4541    1295      21
 4541    3695      21
 4543     442      59
 4543    3134      43
 4545    1037       7
 4545    4022      23
 4546    2713      10
 4548    4473      32
 4550     913      44
 4551    2041      52
 4551    3414      21
 4551    4449      13
 4552     501      45
 4552    2035      11
 4553     563      13
 4553    3704      51
 4554    4602      55
 4555    2543      42
 4556       9      59
 4557    1004      40
 4558    4066      60
 4558    4333      19
 4559     368      55
 4559     856      40
 4559     997      53
 4562    3516       8
 4562    3722      42
 4562    3824      13
 4563    1237      27
 4564    3252      17
 4564    3743      51
 4565     462      17
 4567    2811      15
 4568     633      54
 4569     854      55
 4569    2927      38
 4570    3877       9
 4570    4658       4
 4570    4777      58
 4571     426      18
 4571     516       9
 4571    2945      22
 4572    1526      56
 4572    2936      48
 4574    4420      29
 4575    1786      21
 4575    2061      35
 4575    3759       8
 4576    3507      48
 4576    4435      51
 4581      22      20
 4581     519       5
 4581    4687      20
 4582    3484      60
 4585    2934      12
 4585    3106      44
 4585    3438      15
 4588     912      60
 4588    1661      13
 4588    2752      18
 4588    3219       6
 4589      82      48
 4589     660       6
 4589    2225       1
 4589    4872      38
 4590    2610      57
 4591    2608      23
 4591    2682       8
 4591    3235      43
 4592    3963      58
 4593    1503      11
 4593    3655      24
 4593    3954      42
 4594     502      34
 4594     645       7
 4594     932      25
 4594    1030      34
 4595    1884      56
 4596     539      10
 4596    2217      37
 4596    4122      45
 4597    1401      35
 4597    4816       8
 4598    1411      26
 4599    2687      37
 4600     331      20
 4600    3872      15
 4600    3947      33
 4600    4974      27
 4601      12      32
 4601     526      29
 4603     762       1
 4604    4188      35
 4606    1482      59
 4607     677      50
 4607    2628      29
 4607    3896      23
 4608    4154      25
 4609    2911      36
 4610    1958      16
 4610    2190      55
 4610    4763      21
 4611    2443      26
 4612    2324      37
 4614    2980      10
 4616     407       8
 4616     509      59
 4616    3824      28
 4621    3410      49
 4622     973      39
 4625     498      37
 4625    3137      20
 4626     904      55
 4626    2345      17
 4628    2881      53
 4628    3130      45
 4628    3414      48
 4628    4460      16
 4629    3289      47
 4630     309      56
 4630    3148      51
 4631    4791       8
 4632    2999      57
 4633     726      12
 4633    2501      26
 4633    2820      45
 4633    2870      42
 4634    3449       7
 4635    2075      56
 4636    1109       5
 4638     815      20
 4638    1038      42
 4638    2264       7
 4639     718      27
 4640    1155      30
 4640    2158      28
 4640    2954      37
 4642    1341      12
 4642    1445      25
 4642    1817      10
 4642    2098      60
 4643    1236      27
 4646    1820       6
 4646    2024      51
 4646    2137      50
 4648     264      49
 4648    3415      22
 4648    3509      20
 4649     634      40
 4649    4003      22
 4650    4173      46
 4650    4798      36
 4651     267      16
 4651    4105      10
 4652     249       7
 4652    2813       2
 4654    2334       5
 4654    2376      50
 4654    3137      39
 4656    4662      12
 4657    1387      17
 4657    1402      44
 4657    2199       8
 4658    2982      11
 4658    4980      53
 4661    3671       2
 4663    2288      24
 4664     910      31
 4665     518      11
 4665    3321      40
 4666    3206      37
 4667    1976      57
 4667    4398      34
 4669    3305      19
 4669    3695      36
 4670     990      46
 4671    3081      32
 4673     797       8
 4673    2045      34
